AC_NO,AC_NAME,PHASE,CAND_SL_NO,CAND_NAME,CAND_SEX,CAND_AGE,CAND_CATEGORY,PARTYABBRE,PARTYNAME,SYMBOL_DES
85,Kollapur,1,4,VEMULA NARENDER RAO,M,38,GEN,BJP,Bharatiya Janata Party,Lotus
85,Kollapur,1,5,KASANI NARSIMLU,M,42,GEN,MANP,Mana Party,Gas Cylinder
85,Kollapur,1,6,KOLLA SHIVAPRASAD RAO,M,25,SC,TPPP,Trilinga Praja Pragati Party,Ceiling Fan
85,Kollapur,1,7,PEDDA EESWARAIAH,M,42,GEN,PPOI,Pyramid Party of India,Television
85,Kollapur,1,8,PEBBETI VISHNUVARDAN REDDY,M,44,GEN,LSP,Lok Satta Party,Whistle
85,Kollapur,1,9,KONDA SUDHAKAR REDDY,M,26,GEN,IND,Independent,Sewing Machine
85,Kollapur,1,10,GADUSU ARUN KUMAR,M,25,GEN,IND,Independent,Kite
85,Kollapur,1,11,DEVA KASHI VISHWANATH,M,49,GEN,IND,Independent,Maize
85,Kollapur,1,12,B. NAGESHWAR RAJU,M,44,GEN,IND,Independent,Table
85,Kollapur,1,13,BOGI RAVI,M,26,GEN,IND,Independent,Ring
85,Kollapur,1,14,VISHNUVARDHAN REDDY MAMILLAPALLY,M,48,GEN,IND,Independent,Gas Stove
86,Deverakonda,1,1,BALU NAIK NENAVATH,M,46,ST,INC,Indian National Congress,Hand
86,Deverakonda,1,2,MANGYA PATHLAVATH,M,46,ST,BJP,Bharatiya Janata Party,Lotus
86,Deverakonda,1,3,RAMAVATH LALU NAIK,M,45,ST,BSP,Bahujan Samaj Party,Elephant
86,Deverakonda,1,4,RAVINDRA KUMAR RAMAVATH,M,46,ST,CPI,Communist Party of India,Ears of Corn And Sickle
86,Deverakonda,1,5,VADTYA RAMESH,M,42,ST,PRP,Praja Rajyam Party,Railway Engine
86,Deverakonda,1,6,JARUPALA LOKYA NAIK,M,46,ST,IND,Independent,Nagara
86,Deverakonda,1,7,RAMAVATH BHOJYA NAIK,M,31,ST,IND,Independent,Hat
87,Nagarjuna Sagar,1,1,KATTA YADAIAH,M,45,GEN,BSP,Bahujan Samaj Party,Elephant
87,Nagarjuna Sagar,1,2,KUNDURU JANA REDDY,M,50,GEN,INC,Indian National Congress,Hand
87,Nagarjuna Sagar,1,3,TERA CHINNAPA REDDY,M,50,GEN,TDP,Telugu Desam,Bicycle
87,Nagarjuna Sagar,1,4,BOLIGORLA SRINIVAS YADAV,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
87,Nagarjuna Sagar,1,5,ISLAVATH RAMCHANDER NAIK,M,45,ST,PRP,Praja Rajyam Party,Railway Engine
87,Nagarjuna Sagar,1,6,CHERAKA MALLIKARJUNA GOUD,M,45,GEN,BCUF,B. C. United Front,Road Roller
87,Nagarjuna Sagar,1,7,TERA RAJINI KANTH,M,46,GEN,LSP,Lok Satta Party,Whistle
87,Nagarjuna Sagar,1,8,MALOTHU KOTYA NAIK,M,45,ST,PRSHP,Praja Shanthi Party,Gas Cylinder
87,Nagarjuna Sagar,1,9,ANJAIAH VIRIGINENI,M,45,GEN,IND,Independent,Ring
87,Nagarjuna Sagar,1,10,KANAKARAJU SAMELU,M,45,GEN,IND,Independent,Scissors
87,Nagarjuna Sagar,1,11,GANTEKAMPU VENKATAIAH,M,45,GEN,IND,Independent,Hat
87,Nagarjuna Sagar,1,12,JAKKALA VENKATESWARLU,M,43,GEN,IND,Independent,Gas Stove
87,Nagarjuna Sagar,1,13,JAKKULA CHINA NARASIMHA,M,43,GEN,IND,Independent,Ceiling Fan
87,Nagarjuna Sagar,1,14,JULAKANTI VENKATESWAR REDDY,M,42,GEN,IND,Independent,Television
87,Nagarjuna Sagar,1,15,DHANAVATH SRINIVAS NAIK,M,43,ST,IND,Independent,Bat
87,Nagarjuna Sagar,1,16,NIMMALA INDIRA,F,39,GEN,IND,Independent,Cup & Saucer
87,Nagarjuna Sagar,1,17,G.RATHAN KUMAR,M,40,GEN,IND,Independent,Coconut
87,Nagarjuna Sagar,1,18,P.RAMALINGA REDDY,M,45,GEN,IND,Independent,Letter Box
87,Nagarjuna Sagar,1,19,VADLAMUDI SOUDAMANI,F,43,GEN,IND,Independent,Pressure Cooker
87,Nagarjuna Sagar,1,20,VISHNUVARDHAN REDDY UDTHURI,M,45,GEN,IND,Independent,Banana
88,Miryalguda,1,1,KARNATI PRABHAKAR,M,54,GEN,BJP,Bharatiya Janata Party,Lotus
88,Miryalguda,1,2,KUNDARAPU RAMESH,M,41,GEN,BSP,Bahujan Samaj Party,Elephant
88,Miryalguda,1,3,GANGADHAR TIRUNAGARU,M,78,GEN,INC,Indian National Congress,Hand
88,Miryalguda,1,4,JULAKANTI RANGA REDDY,M,52,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
88,Miryalguda,1,5,ALUGUBELLI AMARENDER REDDY,M,41,GEN,PRP,Praja Rajyam Party,Railway Engine
88,Miryalguda,1,6,VENKATESWARLU MADDI,M,46,GEN,LSP,Lok Satta Party,Whistle
88,Miryalguda,1,7,SANGEM JIDIKALLU,M,33,GEN,PPOI,Pyramid Party of India,Television
88,Miryalguda,1,8,NAMPALLY JAKKA RAO,M,36,GEN,IND,Independent,Camera
88,Miryalguda,1,9,PERLA VENKATAIAH,M,38,ST,IND,Independent,Slate
88,Miryalguda,1,10,POKALA KIRAN KUMAR MADIGA,M,27,SC,IND,Independent,Bat
88,Miryalguda,1,11,BHUKYA BALU NAIK,M,46,ST,IND,Independent,Table Lamp
88,Miryalguda,1,12,VASUKLA MATTAIAH,M,50,GEN,IND,Independent,Gas Cylinder
88,Miryalguda,1,13,VENEPALLY PANDU RANGA RAV,M,39,GEN,IND,Independent,Kite
89,Huzurnagar,1,1,NALAMADA UTTAM KUMAR REDDY,M,46,GEN,INC,Indian National Congress,Hand
89,Huzurnagar,1,2,CHERVUPALLI SAIDAIAH,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
89,Huzurnagar,1,3,JAGADEESH REDDY GUNTAKANDLA,M,39,GEN,TRS,Telangana Rashtra Samithi,Car
89,Huzurnagar,1,4,MAMIDI SUDARSHAN,M,33,GEN,BSP,Bahujan Samaj Party,Elephant
89,Huzurnagar,1,5,KADIYAM SREENIVASA REDDY,M,49,GEN,LSP,Lok Satta Party,Whistle
89,Huzurnagar,1,6,SREENIVASA RAO MEKALA,M,45,GEN,PRP,Praja Rajyam Party,Railway Engine
89,Huzurnagar,1,7,ERUKU PITCHAIAH,M,33,SC,IND,Independent,Scissors
89,Huzurnagar,1,8,KALAKANDA TIRUPATHAIAH,M,45,SC,IND,Independent,Hat
89,Huzurnagar,1,9,KOSANAM KONDALU,M,43,GEN,IND,Independent,Gas Cylinder
89,Huzurnagar,1,10,GADE PRABHAKAR REDDY,M,45,GEN,IND,Independent,Table
89,Huzurnagar,1,11,BOLLAM LINGAIAH YADAV,M,40,GEN,IND,Independent,Cup & Saucer
89,Huzurnagar,1,12,VATTIKUTI RAMARAO,M,33,GEN,IND,Independent,Ceiling Fan
89,Huzurnagar,1,13,K.V.SRINIVASA CHARYULU,M,30,GEN,IND,Independent,Nagara
90,Kodad,1,1,CHANDER RAO VENEPALLI,M,59,GEN,TDP,Telugu Desam,Bicycle
90,Kodad,1,2,NUNE SULOCHANA,F,51,GEN,BJP,Bharatiya Janata Party,Lotus
90,Kodad,1,3,POLAMPALLI DANAVEERA,M,27,SC,BSP,Bahujan Samaj Party,Elephant
90,Kodad,1,4,MD.MAHABOOB JANI,M,43,GEN,INC,Indian National Congress,Hand
90,Kodad,1,5,JAGADAM SUDHAKAR RAO,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
90,Kodad,1,6,POLAVARAM KALYANI,F,58,GEN,LSP,Lok Satta Party,Whistle
90,Kodad,1,7,CHINTHA BABU,M,36,SC,IND,Independent,Ceiling Fan
90,Kodad,1,8,TIRAGAMALLA SOMANNA,M,29,SC,IND,Independent,Bat
90,Kodad,1,9,PALAKURI YELLAIAH,M,51,GEN,IND,Independent,Gas Cylinder
90,Kodad,1,10,BADAVATH NEHRU BAPUJI,M,56,ST,IND,Independent,Almirah
90,Kodad,1,11,BOLLAM MALLAIAH YADAV,M,40,GEN,IND,Independent,Cup & Saucer
90,Kodad,1,12,SUNKARA LINGA REDDY,M,43,GEN,IND,Independent,Television
91,Suryapet,1,1,CHETHARAJU VENKATESHWARLU,M,40,GEN,BSP,Bahujan Samaj Party,Elephant
91,Suryapet,1,2,R.DAMODAR REDDY,M,60,GEN,INC,Indian National Congress,Hand
91,Suryapet,1,3,POREDDY CHANDRA SEKHAR REDDY,M,48,GEN,TRS,Telangana Rashtra Samithi,Car
91,Suryapet,1,4,RAMINENI PRABHAKAR,M,43,GEN,BJP,Bharatiya Janata Party,Lotus
91,Suryapet,1,5,KARPURAM RAJENDAR,M,47,GEN,LSP,Lok Satta Party,Whistle
91,Suryapet,1,6,KONGARI UPENDER,M,26,GEN,PPOI,Pyramid Party of India,Television
91,Suryapet,1,7,PADIDALA JANARDHAN,M,41,GEN,TPPP,Trilinga Praja Pragati Party,Scissors
91,Suryapet,1,8,BANDARU DHANUNJAYA GOUD,M,50,GEN,PRP,Praja Rajyam Party,Railway Engine
91,Suryapet,1,9,VARIKUPPALA VENKANNA,M,36,GEN,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
91,Suryapet,1,10,SARASWATHI LAXMI NARSA RAJU,M,60,GEN,RDHP,Rajyadhikara Party,Brief Case
91,Suryapet,1,11,VUPPALLA SRIDHAR REDDY,M,33,GEN,IND,Independent,Candles
91,Suryapet,1,12,GOPAGANI RAMA KRISHNA,M,40,GEN,IND,Independent,Bat
91,Suryapet,1,13,PERUMALLA VENKANNA,M,36,SC,IND,Independent,Harmonium
91,Suryapet,1,14,MD.FAREEDUDHIN AHMED,M,43,GEN,IND,Independent,Basket
91,Suryapet,1,15,BODUPULA HARI KRISHNA,M,43,GEN,IND,Independent,Sewing Machine
91,Suryapet,1,16,MARRI NEHEMIAH,M,55,SC,IND,Independent,Road Roller
91,Suryapet,1,17,A.MALLAIAH,M,27,GEN,IND,Independent,Ceiling Fan
91,Suryapet,1,18,MARAM VENKAT REDDY,M,47,GEN,IND,Independent,Gas Stove
91,Suryapet,1,19,MYNAM JOSEPH,M,40,GEN,IND,Independent,Ring
92,Nalgonda,1,1,KOMATIREDDY VENKAT REDDY,M,48,GEN,INC,Indian National Congress,Hand
92,Nalgonda,1,2,GUNDAGONI GIRI BABU GOUD,M,46,GEN,BJP,Bharatiya Janata Party,Lotus
92,Nalgonda,1,3,NANDYALA NARSIMHA REDDY,M,53,GEN,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
92,Nalgonda,1,4,BADINI NARASIMHA GOUD,M,57,GEN,BSP,Bahujan Samaj Party,Elephant
92,Nalgonda,1,5,DUBBAKA NARSIMHA REDDY,M,40,GEN,PRP,Praja Rajyam Party,Railway Engine
92,Nalgonda,1,6,G.V.RAMANA REDDY,M,45,GEN,LSP,Lok Satta Party,Whistle
92,Nalgonda,1,7,SHIVA KUMAR K.,M,45,GEN,PPOI,Pyramid Party of India,Television
92,Nalgonda,1,8,M.A.AZIZ KHAN,M,43,GEN,IND,Independent,Almirah
92,Nalgonda,1,9,KOMMU SUDHAKAR,M,43,GEN,IND,Independent,Bat
92,Nalgonda,1,10,CHILAKALA GOWARDAN,M,63,GEN,IND,Independent,Kite
92,Nalgonda,1,11,JANIGALA RAMULU YADAV,M,41,GEN,IND,Independent,Ring
92,Nalgonda,1,12,POLISHETTY VENKATESHWARLU,M,43,GEN,IND,Independent,Road Roller
93,Mungode,1,1,VUJJINI YADAGIRI RAO,M,53,GEN,CPI,Communist Party of India,Ears of Corn And Sickle
93,Mungode,1,2,GOVARDHAN REDDY PALVAI,M,45,GEN,INC,Indian National Congress,Hand
93,Mungode,1,3,GANGIDI MANOHAR REDDY,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
93,Mungode,1,4,JANGAM YADAGIRI,M,45,GEN,BSP,Bahujan Samaj Party,Elephant
93,Mungode,1,5,EARUKONDA LACHAIAH,M,40,GEN,LSP,Lok Satta Party,Whistle
93,Mungode,1,6,TADURI VENKAT REDDY,M,40,GEN,PRP,Praja Rajyam Party,Railway Engine
93,Mungode,1,7,ANNEPARTHY SANJEEVA,M,42,GEN,IND,Independent,Iron
93,Mungode,1,8,GUTTA SRIDHAR REDDY,M,45,GEN,IND,Independent,Almirah
93,Mungode,1,9,GOSIKA VENKATESHAM,M,42,GEN,IND,Independent,Sewing Machine
93,Mungode,1,10,CHANDRAIAH MUTHYALA,M,45,GEN,IND,Independent,Pressure Cooker
93,Mungode,1,11,BHACHANABOINA SHANKAR YADAV,M,45,GEN,IND,Independent,Bat
93,Mungode,1,12,MD.RAFI,M,43,GEN,IND,Independent,Kite
94,Bhongir,1,1,ALIMINETI UMA MADHAVA REDDY,F,50,GEN,TDP,Telugu Desam,Bicycle
94,Bhongir,1,2,CHINTHALA VENKATESWAR REDDY,M,40,GEN,INC,Indian National Congress,Hand
94,Bhongir,1,3,DHANUNJAIAH KARNATI,M,42,GEN,BJP,Bharatiya Janata Party,Lotus
94,Bhongir,1,4,POOSA SRINIVAS,M,43,GEN,SHS,Shivsena,Bow & Arrow
94,Bhongir,1,5,BATTU RAMACHANDRAIAH,M,43,GEN,BSP,Bahujan Samaj Party,Elephant
94,Bhongir,1,6,KISHTAIAH SUTHARAPU,M,46,GEN,LSP,Lok Satta Party,Whistle
94,Bhongir,1,7,KETHAVATH SUDHAKAR,M,45,ST,BHSASP,Bharatheeya Sadharma Samsthapana Party,Television
94,Bhongir,1,8,KONDAMADUGU RAJU,M,45,GEN,BSP(AP),Bahujan Samaj Party(Ambedkar-Phule),Kite
94,Bhongir,1,9,NALLA LAXMAIAH,M,37,SC,TPPP,Trilinga Praja Pragati Party,Ceiling Fan
94,Bhongir,1,10,PACHIMATLA SHIVA RAJ,M,39,GEN,PRP,Praja Rajyam Party,Railway Engine
94,Bhongir,1,11,ALIMINETI MADHAVA REDDY,M,35,GEN,IND,Independent,Cup & Saucer
94,Bhongir,1,12,JITTA BALA KRISHNA REDDY,M,37,GEN,IND,Independent,Gas Cylinder
94,Bhongir,1,13,PATNAM SUJATHA,F,40,GEN,IND,Independent,Glass Tumbler
95,Nakrekal,1,1,CHIRUMARTHY LINGAIAH,M,37,SC,INC,Indian National Congress,Hand
95,Nakrekal,1,2,CHEDIPALI KASHAIAH,M,43,SC,BSP,Bahujan Samaj Party,Elephant
95,Nakrekal,1,3,NAKIREKANTI MOGULAIAH,M,45,SC,BJP,Bharatiya Janata Party,Lotus
95,Nakrekal,1,4,MAMIDI SARVAIAH,M,39,SC,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
95,Nakrekal,1,5,DAIDA SRAVAN KUMAR,M,30,SC,PRP,Praja Rajyam Party,Railway Engine
95,Nakrekal,1,6,YADAGIRI VANTEPAKA,M,34,SC,LSP,Lok Satta Party,Whistle
95,Nakrekal,1,7,INDRAKANTI VENKATAIAH,M,40,SC,IND,Independent,Nagara
95,Nakrekal,1,8,UBBANI VENKANNA,M,28,SC,IND,Independent,Road Roller
95,Nakrekal,1,9,GADDAPATI DANAIAH,M,36,SC,IND,Independent,Gas Cylinder
95,Nakrekal,1,10,CHINNAPAKA RAGUPATHI,M,44,SC,IND,Independent,Kite
95,Nakrekal,1,11,NOONE VENKATA SWAMY,M,35,SC,IND,Independent,Television
95,Nakrekal,1,12,PERLA UPPALAMMA,F,39,SC,IND,Independent,Candles
95,Nakrekal,1,13,YATAKULA SOMAIAH,M,46,SC,IND,Independent,Gas Stove
95,Nakrekal,1,14,SHEPURI YADAIAH,M,50,SC,IND,Independent,Hat
96,Thungathurthy,1,1,KOLUKONDA YADAGIRI,M,43,SC,BSP,Bahujan Samaj Party,Elephant
96,Thungathurthy,1,2,GUDIPATI NARSAIAH,M,50,SC,INC,Indian National Congress,Hand
96,Thungathurthy,1,3,GOLI PRABHAKER,M,45,SC,BJP,Bharatiya Janata Party,Lotus
96,Thungathurthy,1,4,MOTHUKUPALLY NARSIMHULU,M,50,SC,TDP,Telugu Desam,Bicycle
96,Thungathurthy,1,5,B.ANIL,M,46,SC,PPOI,Pyramid Party of India,Television
96,Thungathurthy,1,6,JOGUNURI SUNDER RAO,M,41,SC,PRP,Praja Rajyam Party,Railway Engine
96,Thungathurthy,1,7,PADURI SRINIVASA RAO,M,39,SC,LSP,Lok Satta Party,Whistle
96,Thungathurthy,1,8,AKARAPU MURALI,M,48,SC,IND,Independent,Coconut
96,Thungathurthy,1,9,KADIYAM PARAMESHWAR,M,45,SC,IND,Independent,Gas Stove
96,Thungathurthy,1,10,GOPALDAS VIJAY KUMAR,M,45,SC,IND,Independent,Battery Torch
96,Thungathurthy,1,11,PATTETI SURESH BABU,M,49,SC,IND,Independent,Bat
96,Thungathurthy,1,12,MANDARI DAVID,M,40,SC,IND,Independent,Scissors
96,Thungathurthy,1,13,SURARAPU MALLAIAH,M,43,SC,IND,Independent,Gas Cylinder
97,Alair,1,1,KALLEM YADAGIRI REDDY,M,45,GEN,TRS,Telangana Rashtra Samithi,Car
97,Alair,1,2,KUDUDULA NAGESH,M,46,GEN,BSP,Bahujan Samaj Party,Elephant
97,Alair,1,3,DR.KASAM VENKTESHWARLU,M,48,GEN,BJP,Bharatiya Janata Party,Lotus
97,Alair,1,4,BUDIDA BIKSHMAIAH,M,45,GEN,INC,Indian National Congress,Hand
97,Alair,1,5,CHELMALA CHANDRA REDDY,M,45,GEN,IJP,Indian Justice Party,Ceiling Fan
97,Alair,1,6,BANDRU SHOBHA RANI,F,45,GEN,PRP,Praja Rajyam Party,Railway Engine
97,Alair,1,7,VANGAPALLY SRINIVAS,M,43,SC,TPPP,Trilinga Praja Pragati Party,Scissors
97,Alair,1,8,SUBBURU RAMESH,M,42,GEN,LSP,Lok Satta Party,Whistle
97,Alair,1,9,ACHAIAH KADURI,M,41,GEN,IND,Independent,Gas Stove
97,Alair,1,10,CHALLURI POCHAIAH,M,42,GEN,IND,Independent,Table
97,Alair,1,11,JANNAPALA MARAIAH,M,40,GEN,IND,Independent,Gas Cylinder
97,Alair,1,12,T.PRATHAP SINGH,M,43,GEN,IND,Independent,Road Roller
97,Alair,1,13,TATIKAYALA MALLAIAH,M,41,GEN,IND,Independent,Kite
97,Alair,1,14,DONTHIRI SRIDHAR REDDY,M,39,GEN,IND,Independent,Slate
97,Alair,1,15,MITTA NARSING,M,50,GEN,IND,Independent,Coconut
97,Alair,1,16,RACHAKONDA SITHA,F,39,GEN,IND,Independent,Television
97,Alair,1,17,RAMCHANDRA RADDY GUJJULA,M,37,GEN,IND,Independent,Banana
97,Alair,1,18,VYLA SRINIVAS REDDY,M,45,GEN,IND,Independent,Sewing Machine
98,Jangaon,1,1,KOMMURI PRATAP REDDY,M,47,GEN,TRS,Telangana Rashtra Samithi,Car
98,Jangaon,1,2,NARSIMHA RAO NELLUTA,M,64,GEN,BJP,Bharatiya Janata Party,Lotus
98,Jangaon,1,3,PONNALA LAXMAIAH,M,64,GEN,INC,Indian National Congress,Hand
98,Jangaon,1,4,BASWAGALLA SIDDAIAH,M,38,SC,BSP,Bahujan Samaj Party,Elephant
98,Jangaon,1,5,JALLI SIDDAIAH,M,56,GEN,PRP,Praja Rajyam Party,Railway Engine
98,Jangaon,1,6,PALLA NIKHILESH,M,32,GEN,PPOI,Pyramid Party of India,Television
98,Jangaon,1,7,RAJI REDDY BETI,M,49,GEN,LSP,Lok Satta Party,Whistle
98,Jangaon,1,8,A. VENKATESHWAR,M,49,GEN,IND,Independent,Sewing Machine
98,Jangaon,1,9,NAGULAPELLI SRISHAILAM KURMA,M,40,GEN,IND,Independent,Gas Cylinder
98,Jangaon,1,10,PATHI RAJESHWAR,M,30,GEN,IND,Independent,Brush
98,Jangaon,1,11,M.D. MUSHEERUDDIN,M,35,GEN,IND,Independent,Almirah
98,Jangaon,1,12,SINGAPAKA LINGAM,M,35,GEN,IND,Independent,Gas Stove
99,Ghanpur,1,1,KADIYAM SREEHARI,M,58,SC,TDP,Telugu Desam,Bicycle
99,Ghanpur,1,2,CHINTHA SUVARTHA,F,62,SC,BSP,Bahujan Samaj Party,Elephant
99,Ghanpur,1,3,CHILUKA VIJAYA RAO,M,44,SC,BJP,Bharatiya Janata Party,Lotus
99,Ghanpur,1,4,RATNAMALA NALIGANTI,F,40,SC,CPM,Communist Party of India (Marxist),"Hammer, Sickle and Star"
99,Ghanpur,1,5,RAJAIAH THATIKONDA,M,51,SC,INC,Indian National Congress,Hand
99,Ghanpur,1,6,AROORI RAMESH,M,41,SC,PRP,Praja Rajyam Party,Railway Engine
99,Ghanpur,1,7,KONGARA ANIL KUMAR,M,25,SC,PPOI,Pyramid Party of India,Television
99,Ghanpur,1,8,GURRAM THIMOTHI,M,40,SC,LSP,Lok Satta Party,Whistle
99,Ghanpur,1,9,DAIDA CHRISTOPER,M,40,SC,AJBP,Ajeya Bharat Party,Battery Torch
99,Ghanpur,1,10,ARSHAM SWAMY,M,33,SC,IND,Independent,Gas Cylinder
99,Ghanpur,1,11,PERUMANDLA VENKATESHWARLU,M,35,SC,IND,Independent,Hat
100,Palakurthi,1,1,AZEEZ ABDUL MOHAMMED,M,45,GEN,BSP,Bahujan Samaj Party,Elephant
100,Palakurthi,1,2,ERRABELLI DAYAKAR RAO,M,53,GEN,TDP,Telugu Desam,Bicycle
100,Palakurthi,1,3,DUGYALA SRINIVAS RAO,M,46,GEN,INC,Indian National Congress,Hand
100,Palakurthi,1,4,ALAGANDULA YAKANARAYANA,M,42,GEN,BHSASP,Bharatheeya Sadharma Samsthapana Party,Almirah
100,Palakurthi,1,5,GUGULOTH NANU,F,52,ST,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
100,Palakurthi,1,6,P. JAMUNA,F,47,GEN,PPOI,Pyramid Party of India,Television
100,Palakurthi,1,7,NEMARUGOMMULA PRAVEEN RAO,M,51,GEN,PRP,Praja Rajyam Party,Railway Engine
100,Palakurthi,1,8,ROUTHU SUJATHA,F,26,GEN,LSP,Lok Satta Party,Whistle
100,Palakurthi,1,9,PAMU RAMESH,M,39,GEN,IND,Independent,Sewing Machine
100,Palakurthi,1,10,MEKALA KEDARI YADAV,M,43,GEN,IND,Independent,Dolli
100,Palakurthi,1,11,SADANANDAM BANDARI,M,36,GEN,IND,Independent,Road Roller
100,Palakurthi,1,12,SUDARSHAN BHARATHA,M,34,GEN,IND,Independent,Ceiling Fan
101,Dornakal,1,1,REDYA NAIK DHARAMSOTH,M,54,ST,INC,Indian National Congress,Hand
101,Dornakal,1,2,PARUSHURAM NAIK PORIKA,M,63,ST,BJP,Bharatiya Janata Party,Lotus
101,Dornakal,1,3,SATYAVATHI RATHOD,F,43,ST,TDP,Telugu Desam,Bicycle
101,Dornakal,1,4,KEVULOTH RAJENDER,M,25,ST,PPOI,Pyramid Party of India,Television
101,Dornakal,1,5,BANOTH SUJATHA,F,27,ST,PRP,Praja Rajyam Party,Railway Engine
101,Dornakal,1,6,ALA MALOTH,M,39,ST,IND,Independent,Scissors
101,Dornakal,1,7,JARPULA AMMAJI,F,35,ST,IND,Independent,Almirah
101,Dornakal,1,8,BHUKYA KISTU NAIK,M,58,ST,IND,Independent,Gas Cylinder
101,Dornakal,1,9,SOMANNA TEJAVATH,M,41,ST,IND,Independent,Spoon
102,Mahbubabad,1,1,AZMEERA CHANDULAL,M,58,ST,TRS,Telangana Rashtra Samithi,Car
102,Mahbubabad,1,2,KAVITHA MALOTH,F,29,ST,INC,Indian National Congress,Hand
102,Mahbubabad,1,3,YAPA SEETHAIAH,M,33,ST,BJP,Bharatiya Janata Party,Lotus
102,Mahbubabad,1,4,EERYA BANOTU,M,25,ST,LSP,Lok Satta Party,Whistle
102,Mahbubabad,1,5,SHANKAR NAIK,M,44,ST,PRP,Praja Rajyam Party,Railway Engine
102,Mahbubabad,1,6,GUGULOTH SHANKAR,M,31,ST,IND,Independent,Harmonium
102,Mahbubabad,1,7,JATOTH HARICHAND,M,32,ST,IND,Independent,Road Roller
102,Mahbubabad,1,8,BANOTH KISHAN NAIK,M,48,ST,IND,Independent,Nagara
102,Mahbubabad,1,9,BANOTH MANGYA,M,38,ST,IND,Independent,Gas Stove
102,Mahbubabad,1,10,HALAVATH LINGYA,M,27,ST,IND,Independent,Scissors
103,Narsampet,1,1,DONTHI MADHAVA REDDY,M,53,GEN,INC,Indian National Congress,Hand
103,Narsampet,1,2,PRAKASH REDDY REVURI,M,57,GEN,TDP,Telugu Desam,Bicycle
103,Narsampet,1,3,MADHAN MOHAN RAO ERRABELLY,M,44,GEN,BJP,Bharatiya Janata Party,Lotus
103,Narsampet,1,4,MEKALA RAVINDER YADAV,M,37,GEN,BSP,Bahujan Samaj Party,Elephant
103,Narsampet,1,5,ASHOK MADDIKAYALA,M,48,SC,MCPI(S),Marxist Communist Party of India (S.S. Srivastava),Gas Cylinder
103,Narsampet,1,6,GONELA RAVINDER,M,43,GEN,PRP,Praja Rajyam Party,Railway Engine
103,Narsampet,1,7,K. JAGAN,M,37,GEN,LSP,Lok Satta Party,Whistle
103,Narsampet,1,8,RAVULAPALLY KONDAL RAO,M,56,GEN,PPOI,Pyramid Party of India,Television
103,Narsampet,1,9,AGABOINA NARSAMMA,F,41,ST,IND,Independent,Scissors
103,Narsampet,1,10,UDUGULA SATYANARAYANA,M,42,GEN,IND,Independent,Nagara
103,Narsampet,1,11,MODEM MALLESH,M,35,GEN,IND,Independent,Ceiling Fan
104,Parkal,1,1,KONDA SUREKHA,F,43,GEN,INC,Indian National Congress,Hand
104,Parkal,1,2,GUJJULA PREMENDAR REDDY,M,45,GEN,BJP,Bharatiya Janata Party,Lotus
104,Parkal,1,3,BIKSHAPATHY MOLUGURI,M,52,GEN,TRS,Telangana Rashtra Samithi,Car
104,Parkal,1,4,BOCHU SARAIAH,M,28,SC,BSP,Bahujan Samaj Party,Elephant
104,Parkal,1,5,AILAIAH MANDA,M,57,GEN,PRP,Praja Rajyam Party,Railway Engine
104,Parkal,1,6,PRASHANTH GADIPE,M,28,SC,PPOI,Pyramid Party of India,Television
104,Parkal,1,7,CHANDER RAO MORTHALA,M,42,GEN,IND,Independent,Ceiling Fan
104,Parkal,1,8,BUCHI REDDY ABBADI,M,39,GEN,IND,Independent,Slate
104,Parkal,1,9,BUDDE RAVI KUMAR,M,37,GEN,IND,Independent,Cup & Saucer
104,Parkal,1,10,SIRIPELLY RAJAIAH,M,34,SC,IND,Independent,Gas Cylinder
105,Warangal West,1,1,KAITHA RAJKUMAR,M,35,GEN,BSP,Bahujan Samaj Party,Elephant
105,Warangal West,1,2,KONDAPALLI DAYASAGAR RAO,M,55,GEN,INC,Indian National Congress,Hand
105,Warangal West,1,3,DASYAM VINAYA BHASKER,M,43,GEN,TRS,Telangana Rashtra Samithi,Car
105,Warangal West,1,4,MARTHINENI DHARMA RAO,M,50,GEN,BJP,Bharatiya Janata Party,Lotus
105,Warangal West,1,5,KAMIDI PADMAKAR REDDY,M,53,GEN,SP,Samajwadi Party,Kite
105,Warangal West,1,6,KODANDA RAMA RAO PARCHA,M,65,GEN,LSP,Lok Satta Party,Whistle
105,Warangal West,1,7,JUNNUTHULA KISHAN REDDY,M,49,GEN,PPOI,Pyramid Party of India,Television
105,Warangal West,1,8,MADADI RAVINDER REDDY,M,46,GEN,PRP,Praja Rajyam Party,Railway Engine
105,Warangal West,1,9,ELUGU SUDHAKAR REDDY,M,53,GEN,IND,Independent,Coconut
105,Warangal West,1,10,GUDIMALLA KRISHNA RAO,M,34,GEN,IND,Independent,Ring
